h,r,t
2002,69781,1
170,187590,1
1153,78206,1
2173,184066,1
562,47579,1
808,163681,1
511,218443,1
1008,63411,1
2336,55655,1
1958,141280,1
629,151041,1
1039,187681,1
1156,194537,1
2308,151141,1
1017,202023,1
658,156569,1
2261,154467,1
1891,134735,1
2481,134169,1
2467,212632,1
897,66688,1
2117,92087,1
2253,226239,1
2487,213744,1
275,142158,1
357,110190,1
421,214915,1
1003,184048,1
141,60123,1
795,103016,1
150,218423,1
2315,210924,1
1945,56904,1
1891,199963,1
267,191788,1
709,209792,1
1870,178128,1
599,96076,1
421,200897,1
2224,147587,1
808,79808,1
1612,121432,1
388,203506,1
2486,105720,1
912,203037,1
1685,177666,1
2452,139300,1
740,142168,1
573,46677,1
1516,169245,1
1383,107091,1
1453,154680,1
795,92861,1
309,137143,1
978,203045,1
1395,105781,1
2316,105721,1
1598,105957,1
1354,178583,1
1935,71464,1
102,102665,1
1661,159338,1
840,222712,1
1612,214963,1
1454,58019,1
2463,142136,1
58,103228,1
1024,169578,1
1956,141369,1
1651,83758,1
1973,78509,1
1651,111618,1
1510,98893,1
2310,61676,1
267,93212,1
519,202931,1
1587,159884,1
357,56225,1
199,154673,1
1693,76323,1
267,123015,1
366,122567,1
1969,166812,1
1783,179255,1
361,73395,1
1777,111737,1
2486,124478,1
2489,72799,1
1966,79654,1
1612,95569,1
2464,144514,1
825,173553,1
2253,55055,1
1012,180274,1
71,73512,1
1048,102277,1
2315,145656,1
990,218307,1
441,94778,1
2457,174458,1
825,61220,1
759,117427,1
305,66812,1
1326,173079,1
1143,98311,1
1510,226056,1
1962,119704,1
1870,172076,1
2374,192301,1
1777,221210,1
175,188103,1
102,149072,1
1085,124008,1
2273,140175,1
1898,225633,1
1956,81349,1
1000,105940,1
28,176844,1
357,179568,1
2476,139380,1
1656,63348,1
2055,113641,1
699,116416,1
1033,55618,1
2329,150533,1
2467,104298,1
164,207236,1
2129,225096,1
1064,44361,1
1003,116368,1
45,117548,1
1298,182192,1
1854,150083,1
1651,48092,1
2263,215753,1
277,193792,1
2449,141423,1
1935,105216,1
2374,88268,1
847,151624,1
343,121530,1
1039,191746,1
1756,163274,1
273,163967,1
1463,115473,1
1637,117743,1
798,51737,1
2057,106483,1
515,128697,1
1196,81222,1
1044,80866,1
25,65070,1
699,80910,1
1963,108874,1
1536,168071,1
1779,195029,1
1023,99876,1
1911,66194,1
1777,71424,1
2148,144955,1
1280,138775,1
567,100112,1
2374,158248,1
2049,151187,1
2410,59461,1
851,110474,1
1585,200495,1
1486,44442,1
620,224762,1
2262,115359,1
418,199927,1
1596,68790,1
1338,84625,1
573,181360,1
170,161349,1
2378,104377,1
990,139947,1
1137,135139,1
1631,134926,1
1167,140954,1
685,158161,1
1661,149385,1
763,207878,1
175,227468,1
338,96023,1
2262,114191,1
2015,170420,1
2380,173030,1
2348,123657,1
1598,119047,1
1298,199454,1
522,177273,1
754,123885,1
575,223944,1
2083,72753,1
1826,218550,1
1936,63889,1
381,168470,1
819,45237,1
1485,167012,1
199,165780,1
32,140154,1
1395,179192,1
2324,49896,1
45,139253,1
869,165537,1
4,74930,1
1287,167451,1
1338,170195,1
16,193085,1
1454,174522,1
713,158706,1
709,136465,1
963,94962,1
199,204335,1
364,113860,1
1266,175323,1
1953,189397,1
698,159152,1
1333,67966,1
1104,192456,1
2055,196699,1
150,154993,1
1003,145934,1
2336,70122,1
32,76193,1
2246,85395,1
686,115512,1
1755,87320,1
2185,143766,1
2157,138765,1
2200,201234,1
1735,101308,1
1651,198753,1
170,85881,1
2453,55214,1
1651,98362,1
1326,90171,1
2315,216378,1
1463,64300,1
1143,214814,1
2049,182457,1
1685,192591,1
2262,196119,1
511,137524,1
986,129327,1
1383,66477,1
2378,111463,1
1963,115529,1
2181,180502,1
2374,188257,1
2058,202941,1
1454,61419,1
2487,51446,1
1510,97442,1
573,48731,1
20,55569,1
720,191131,1
1598,121671,1
720,217422,1
1651,145930,1
1661,195203,1
162,58867,1
1008,169700,1
1602,70176,1
1064,111683,1
1945,58620,1
881,91525,1
270,67495,1
2374,165955,1
1873,108706,1
1911,195082,1
1184,44745,1
168,78219,1
699,117825,1
1945,121343,1
829,63287,1
146,217984,1
489,168918,1
306,142412,1
267,182239,1
393,195671,1
254,172002,1
1008,134537,1
607,119001,1
2104,214085,1
1338,125987,1
170,175404,1
1979,227056,1
1985,108797,1
2243,195200,1
168,184932,1
908,207030,1
2481,90567,1
305,186994,1
2444,150313,1
197,88445,1
294,74778,1
1326,160691,1
2347,163533,1
364,59296,1
1556,208273,1
2489,159536,1
305,181304,1
1651,205755,1
1008,179253,1
2232,70776,1
804,62133,1
1838,81830,1
1791,66453,1
658,64407,1
286,93992,1
1454,224792,1
1395,158874,1
1651,186647,1
2106,144975,1
1606,192785,1
614,52028,1
1536,67559,1
2378,100805,1
244,173802,1
290,50300,1
1520,108101,1
1784,46538,1
614,106638,1
627,114480,1
1951,135517,1
1629,213036,1
1850,183782,1
1096,219529,1
68,145457,1
772,120628,1
175,180062,1
1395,134076,1
415,149776,1
1467,190176,1
1156,211552,1
364,125263,1
1271,148069,1
830,182660,1
2132,118201,1
1345,149765,1
343,145891,1
900,226528,1
1135,82634,1
541,114132,1
1109,87740,1
244,99959,1
330,127684,1
254,187912,1
1024,118576,1
75,214852,1
600,73503,1
1395,57798,1
1766,84407,1
633,187090,1
162,161960,1
420,175832,1
253,181631,1
199,66903,1
267,225566,1
1615,138943,1
1882,146887,1
2467,107057,1
364,187644,1
808,125729,1
1778,115924,1
567,173084,1
2104,177181,1
1945,206063,1
963,156948,1
775,208258,1
1898,125711,1
1673,67130,1
617,163848,1
44,80206,1
32,57013,1
2487,201499,1
1529,59360,1
2262,125258,1
2498,100439,1
572,118680,1
863,127449,1
1624,173522,1
795,98884,1
28,191860,1
2129,52643,1
808,89066,1
1039,101919,1
1516,187411,1
2378,227801,1
361,161049,1
244,155997,1
2262,221079,1
720,44782,1
200,150765,1
412,96361,1
740,50136,1
1749,140505,1
1326,208461,1
2036,141756,1
2129,206292,1
990,107843,1
2130,56739,1
2200,161333,1
599,176357,1
1187,110909,1
599,213230,1
2176,183963,1
1086,92603,1
283,109214,1
1945,195118,1
699,125029,1
1599,185224,1
1898,90758,1
1336,53762,1
254,150999,1
1174,115114,1
2173,62985,1
441,119909,1
614,73230,1
1502,102805,1
2243,84171,1
2049,160398,1
1197,77556,1
1963,96688,1
1143,86674,1
341,70176,1
1855,87904,1
421,206533,1
338,189552,1
2083,156630,1
2488,168362,1
1121,120397,1
795,65386,1
614,154618,1
2248,69112,1
1087,158604,1
1008,134699,1
167,213683,1
622,155851,1
1949,193285,1
65,155171,1
1298,117027,1
1485,158468,1
1945,145695,1
170,181265,1
1131,209799,1
267,188758,1
1911,221838,1
197,203335,1
129,199673,1
305,76070,1
283,74252,1
2374,69231,1
1008,161554,1
1326,209106,1
1696,175762,1
1612,46479,1
200,138554,1
168,204014,1
1935,196918,1
795,199207,1
2329,92768,1
2457,218540,1
658,129439,1
1298,92229,1
620,202055,1
929,201272,1
265,139584,1
2073,146278,1
244,207409,1
2315,127721,1
1651,211607,1
546,145500,1
727,219000,1
1326,94282,1
32,225045,1
990,147208,1
1197,175996,1
330,59218,1
908,161516,1
2416,118272,1
193,139699,1
2475,123067,1
2029,82428,1
1612,200233,1
830,92787,1
1502,64105,1
567,206256,1
407,139692,1
2109,95059,1
739,139696,1
150,186816,1
2381,178030,1
357,99053,1
44,130476,1
808,81965,1
2070,222421,1
141,89958,1
825,56480,1
853,61481,1
2099,137269,1
620,71619,1
45,197724,1
396,65021,1
1463,139434,1
1735,144079,1
2324,49862,1
2419,63231,1
2424,212301,1
373,203075,1
2241,156727,1
908,117706,1
364,200356,1
505,56580,1
162,63083,1
1060,119519,1
1898,187238,1
1155,153221,1
1021,177906,1
408,211383,1
162,153109,1
2164,197809,1
2243,184599,1
1774,217838,1
2315,140308,1
1416,180638,1
1174,112222,1
1720,185841,1
2348,190638,1
843,151606,1
1485,227636,1
2262,56513,1
208,183265,1
254,140003,1
1656,92666,1
580,67607,1
2049,96292,1
1058,150568,1
467,143300,1
936,49838,1
614,211035,1
1510,163321,1
2188,134508,1
271,124313,1
1591,121672,1
699,189047,1
653,197716,1
1960,111745,1
2305,193579,1
1596,72958,1
2464,219307,1
505,45982,1
532,200545,1
1408,80011,1
2348,55189,1
1536,136547,1
1777,58037,1
1407,71083,1
254,89680,1
1777,213038,1
1395,126779,1
573,194280,1
1827,76903,1
867,79658,1
2315,177886,1
14,207597,1
267,78414,1
755,78059,1
1485,126665,1
554,46668,1
1533,95352,1
1043,224537,1
267,199865,1
1126,198955,1
3,79773,1
463,75917,1
2348,136577,1
1774,46549,1
1338,163668,1
1269,123985,1
515,49727,1
753,185386,1
2129,62562,1
2170,92512,1
883,217483,1
175,168223,1
2246,196298,1
357,96965,1
1163,208366,1
1013,148512,1
1651,166940,1
2374,67240,1
472,57238,1
2491,159861,1
751,189027,1
170,142602,1
1338,133353,1
2467,137571,1
2232,99540,1
1280,221579,1
1973,160565,1
1596,50052,1
1777,138817,1
1587,72236,1
1135,86242,1
514,82271,1
1372,129585,1
1651,186613,1
867,49605,1
1696,198231,1
1143,90236,1
399,175256,1
1625,137109,1
463,141432,1
1298,50618,1
1496,79982,1
614,216685,1
2262,46734,1
1197,203351,1
200,48690,1
1326,191512,1
1060,226904,1
2083,186604,1
2262,128017,1
795,78188,1
1536,48165,1
1666,133344,1
1067,148851,1
1606,124567,1
1536,48165,1
713,222594,1
1003,116536,1
254,156453,1
1690,226552,1
146,130174,1
2224,56741,1
1651,223816,1
199,201748,1
575,111268,1
2102,215741,1
1156,105583,1
1326,138689,1
1352,73360,1
2339,86327,1
2374,171571,1
763,104320,1
1621,203114,1
867,124028,1
501,227470,1
1598,116931,1
242,77123,1
1154,113871,1
1594,44438,1
59,57013,1
1008,50127,1
2487,182906,1
1990,53451,1
1395,47408,1
197,90556,1
1039,111140,1
1153,105617,1
1863,148209,1
1355,144472,1
1777,130719,1
357,84859,1
551,210534,1
441,189239,1
704,192060,1
1197,56860,1
1516,223140,1
2305,207643,1
1935,65031,1
308,156792,1
146,86469,1
1731,65505,1
1195,44193,1
2424,227010,1
774,107165,1
607,125949,1
1510,52292,1
2248,48416,1
2374,93950,1
52,86465,1
1292,87449,1
2310,221652,1
1282,162022,1
1696,104842,1
170,73596,1
2188,193288,1
2162,143784,1
650,101503,1
1951,52607,1
482,103508,1
607,119001,1
908,87562,1
441,182388,1
592,116135,1
548,213924,1
1390,221513,1
1352,201708,1
620,121145,1
1156,90977,1
682,188291,1
981,220966,1
1735,199661,1
1197,77417,1
107,94638,1
1093,98824,1
1647,213205,1
2243,135347,1
630,99830,1
1044,123294,1
408,156537,1
1666,136608,1
16,178308,1
505,202188,1
1779,138980,1
193,194673,1
274,177927,1
305,132754,1
869,213677,1
2318,118957,1
1696,131012,1
2022,101179,1
1700,178698,1
150,163464,1
1395,222762,1
129,132616,1
267,208770,1
1170,54100,1
1326,180182,1
594,207735,1
523,158634,1
1949,68766,1
1956,75021,1
886,78893,1
830,135558,1
851,123843,1
199,143437,1
1087,150600,1
2164,122242,1
465,131500,1
505,155587,1
929,188825,1
851,144903,1
2158,94348,1
682,156633,1
175,120209,1
1127,123516,1
1280,62479,1
333,130904,1
364,45659,1
519,175745,1
869,173006,1
622,59531,1
825,52941,1
2104,170046,1
2463,208280,1
816,124983,1
1463,187471,1
658,66930,1
682,204201,1
660,72612,1
1187,110072,1
658,172221,1
1174,214668,1
1598,202009,1
199,154342,1
2316,173671,1
686,119403,1
2310,188244,1
1485,220697,1
407,129293,1
283,62615,1
2467,170945,1
1485,49493,1
1489,72276,1
1003,98898,1
1037,203606,1
1210,82166,1
1651,145360,1
2374,132917,1
491,49613,1
1491,121998,1
830,126565,1
410,169250,1
28,114033,1
1197,106627,1
1326,209621,1
2029,113354,1
1606,145894,1
168,153049,1
1911,102873,1
1008,50289,1
98,67158,1
1090,84339,1
2382,157710,1
1533,70648,1
939,74209,1
2360,172052,1
1157,176393,1
1338,66694,1
1911,90113,1
1898,48481,1
2329,192591,1
840,146470,1
1596,126529,1
1973,84998,1
1203,142926,1
1374,82845,1
2270,141774,1
1779,194150,1
580,135196,1
267,181061,1
175,189482,1
686,181171,1
65,85456,1
658,153758,1
1805,119913,1
739,157875,1
1625,77702,1
1902,151122,1
1338,99906,1
144,86011,1
1945,213591,1
2140,189347,1
267,72585,1
1166,153067,1
283,205405,1
1956,131648,1
1963,220634,1
2464,179210,1
1227,104723,1
1613,178319,1
482,65199,1
2486,222193,1
554,98887,1
1949,169638,1
2489,220976,1
990,218307,1
2348,105118,1
1844,96499,1
1735,209918,1
869,108443,1
515,182186,1
1316,161816,1
343,226334,1
393,101607,1
2274,221320,1
813,72687,1
1502,59365,1
869,172066,1
1651,187864,1
1911,76220,1
1638,141073,1
599,127409,1
200,63697,1
1185,51787,1
1009,96040,1
255,60974,1
2176,130263,1
863,147129,1
7,99575,1
1956,140053,1
551,90799,1
699,180810,1
267,143713,1
751,102967,1
262,119444,1
739,122301,1
978,171025,1
1090,144599,1
963,59033,1
658,200823,1
1945,125710,1
1777,84955,1
1763,44324,1
281,199692,1
952,124921,1
515,193091,1
7,176502,1
1599,222564,1
1326,128898,1
1958,124914,1
1443,60732,1
1039,210387,1
3,145411,1
1352,202419,1
867,111581,1
1716,66150,1
1502,162248,1
720,97943,1
2083,171558,1
34,125246,1
1956,68332,1
46,222688,1
1009,99427,1
554,45936,1
1177,141930,1
1893,183865,1
927,48279,1
3,108748,1
1004,176111,1
294,181693,1
515,161433,1
2099,111671,1
1525,131047,1
1130,100299,1
141,118947,1
1779,190554,1
909,205137,1
720,72672,1
2324,114290,1
1666,225132,1
1009,83934,1
267,46472,1
2348,48159,1
658,77892,1
1163,99149,1
2472,176103,1
44,120248,1
672,152982,1
1336,72534,1
2195,82628,1
437,115898,1
1109,108267,1
57,191713,1
1536,211843,1
1870,167205,1
2486,46439,1
866,227186,1
2083,139900,1
254,194779,1
1556,105417,1
1326,156855,1
1510,193599,1
2452,80115,1
2503,134435,1
1902,54535,1
200,192489,1
1454,144348,1
1777,145485,1
1105,214335,1
2308,173683,1
396,93714,1
2444,135097,1
1777,85262,1
1958,174565,1
2173,143090,1
267,67742,1
808,116453,1
1157,55911,1
1945,117109,1
2262,52359,1
1000,189379,1
1730,140803,1
505,147178,1
101,164356,1
1909,67513,1
1158,91407,1
519,130251,1
1685,201551,1
793,143407,1
102,202828,1
1651,177226,1
342,166290,1
2308,72045,1
1143,175627,1
963,208981,1
1537,57035,1
338,73646,1
1479,92185,1
254,70700,1
273,147647,1
101,207955,1
253,196903,1
1935,155572,1
699,112344,1
1958,121213,1
2099,178444,1
2262,63159,1
2503,175143,1
599,172386,1
1682,178121,1
1577,44489,1
357,113930,1
2382,66096,1
40,60552,1
1528,138834,1
1222,216584,1
1945,224292,1
2476,170559,1
1665,205654,1
466,164360,1
1238,56220,1
1259,141678,1
1756,87984,1
343,78901,1
1720,142708,1
1003,182359,1
1096,221013,1
1196,221795,1
1187,158214,1
1654,185516,1
267,154661,1
2315,157503,1
617,170482,1
1685,141800,1
1945,214302,1
1945,99469,1
790,66792,1
200,166046,1
575,62928,1
759,144082,1
575,225224,1
146,183907,1
1090,132010,1
338,72843,1
1737,226696,1
520,155686,1
515,110627,1
267,117907,1
1486,220536,1
1059,182978,1
2374,112866,1
599,219759,1
1376,84408,1
275,77395,1
396,183786,1
1338,176488,1
1839,118904,1
1196,137922,1
599,113678,1
808,139155,1
1150,63956,1
2200,215430,1
244,164418,1
825,185940,1
1736,225315,1
2316,216539,1
170,185842,1
2463,150881,1
338,97061,1
1779,145648,1
1651,207336,1
617,193434,1
908,79180,1
1269,184353,1
399,203688,1
869,76444,1
1197,223031,1
2378,211424,1
1779,185453,1
1374,181379,1
259,58800,1
1735,170219,1
1651,225101,1
1538,165540,1
242,82933,1
2476,116265,1
1175,92024,1
1566,46965,1
1956,55839,1
573,129584,1
158,136315,1
573,195602,1
418,74529,1
3,179933,1
1683,159746,1
175,197074,1
463,98194,1
388,126727,1
437,186031,1
170,130729,1
162,67555,1
869,211090,1
197,126066,1
832,212113,1
2467,180308,1
175,156680,1
244,95948,1
1990,193759,1
1008,200948,1
2298,77205,1
421,63006,1
1298,209897,1
775,135521,1
1280,172938,1
866,95907,1
1966,84496,1
2160,48514,1
2487,58887,1
1673,221664,1
472,58560,1
16,183872,1
2489,92449,1
2099,101235,1
2467,185313,1
34,176820,1
906,148336,1
410,177261,1
853,140385,1
2176,78653,1
1126,51025,1
2014,159512,1
170,101466,1
1143,57642,1
1777,138787,1
686,153479,1
940,47395,1
1591,83581,1
68,58219,1
1090,213435,1
162,186146,1
32,72775,1
2262,71968,1
1115,140368,1
2470,116232,1
1942,126939,1
1777,217414,1
1945,143336,1
1214,51499,1
1210,107334,1
1949,196817,1
1197,183170,1
1707,53640,1
990,85069,1
283,126503,1
830,215251,1
1536,158784,1
1673,219809,1
990,76790,1
45,133980,1
1777,74565,1
795,133330,1
1346,162078,1
1463,189628,1
396,155383,1
29,163456,1
1832,158911,1
1185,125384,1
1735,131016,1
2044,75362,1
614,72868,1
267,55693,1
2129,133052,1
2310,181649,1
1214,111114,1
2296,121563,1
1621,166773,1
562,224586,1
1284,123383,1
242,46230,1
1569,95972,1
465,69897,1
1014,116807,1
1556,120328,1
1567,71258,1
1536,67559,1
2372,188581,1
32,172354,1
2021,208864,1
1395,117253,1
2374,207605,1
699,87205,1
1338,201352,1
739,93109,1
805,192591,1
2374,71817,1
515,184507,1
1068,160956,1
267,149224,1
1298,49295,1
1513,110179,1
1838,65217,1
2374,135440,1
580,133608,1
1533,193512,1
283,54782,1
1898,54886,1
802,172998,1
1945,213856,1
197,54425,1
75,222072,1
2248,160824,1
1205,210678,1
267,138868,1
1591,80488,1
1949,131453,1
267,222642,1
1057,144218,1
1596,171510,1
199,133854,1
2440,87272,1
567,132167,1
432,147171,1
575,167220,1
1463,162975,1
1096,95483,1
1566,192553,1
65,204425,1
34,52034,1
1197,114059,1
1747,171837,1
2476,129826,1
199,151619,1
1039,199185,1
2224,190854,1
759,202612,1
1502,107988,1
575,209888,1
1008,166434,1
357,131789,1
546,49848,1
175,200652,1
505,85916,1
1651,219650,1
2381,152600,1
565,140560,1
7,68519,1
1479,154664,1
482,74764,1
330,127484,1
2055,172068,1
990,175402,1
2248,137813,1
2381,216223,1
1651,82414,1
1644,79193,1
1599,102991,1
1135,123962,1
257,140668,1
638,171726,1
1156,151914,1
720,154200,1
22,80225,1
830,199503,1
720,97195,1
515,100026,1
1407,207697,1
267,64743,1
742,209161,1
1105,211345,1
2324,101968,1
2374,105569,1
2374,163397,1
1945,99668,1
317,179896,1
357,179462,1
739,116419,1
1827,179117,1
1598,95358,1
1777,208599,1
2458,186811,1
2262,130643,1
146,123148,1
1338,182195,1
421,203813,1
720,120755,1
34,225235,1
2463,180352,1
732,181082,1
1096,84885,1
1143,182993,1
1956,121516,1
265,174570,1
794,74533,1
1898,180121,1
1651,124474,1
1298,164435,1
2329,200390,1
390,225231,1
1208,116392,1
1395,135421,1
1539,80312,1
164,97646,1
431,65422,1
101,146051,1
126,65880,1
28,97617,1
1067,202445,1
1326,98857,1
869,119110,1
2262,77925,1
1266,107836,1
2308,181694,1
975,200501,1
1673,221323,1
562,210991,1
1949,52082,1
1661,150631,1
976,125613,1
1021,137231,1
1935,79065,1
1536,107701,1
305,143021,1
1956,72102,1
1623,123126,1
2015,170218,1
906,134500,1
2243,156894,1
1438,153819,1
162,201860,1
1897,198447,1
3,144716,1
1197,221887,1
2476,128781,1
436,224976,1
268,69388,1
1736,95597,1
990,79723,1
2049,166450,1
2482,82792,1
573,73830,1
286,46176,1
168,184932,1
805,224062,1
658,153932,1
2324,123778,1
575,123552,1
2374,120232,1
1779,74844,1
2374,100081,1
1298,65512,1
1352,192287,1
2262,52615,1
1865,129907,1
1197,70391,1
2176,45910,1
150,217456,1
1156,81556,1
290,208800,1
614,92477,1
599,63216,1
396,196947,1
2099,129459,1
2308,116486,1
1354,159278,1
2378,53094,1
1090,129116,1
75,93488,1
805,101926,1
2410,99427,1
164,67775,1
1693,207162,1
1735,67955,1
1908,167578,1
1345,93041,1
853,140488,1
245,47186,1
299,167709,1
481,171116,1
778,155622,1
1143,158232,1
1945,164942,1
1187,172477,1
1196,101478,1
1003,99427,1
1210,205026,1
686,87107,1
2243,55443,1
1023,162695,1
2266,214796,1
364,161331,1
2382,117832,1
2374,137389,1
2185,74778,1
1269,203871,1
1316,219248,1
2188,75931,1
1298,97111,1
393,149349,1
364,224954,1
546,55700,1
267,211501,1
620,88809,1
1187,60783,1
44,188181,1
1751,225384,1
2029,50212,1
565,191932,1
802,189659,1
1426,210123,1
2374,218777,1
2382,123732,1
1613,147878,1
1897,108382,1
2486,210011,1
4,124554,1
151,140713,1
1891,212981,1
1556,60365,1
1187,142171,1
795,179396,1
686,161530,1
1156,203504,1
254,124433,1
798,74708,1
720,212190,1
1479,121111,1
170,102932,1
270,223703,1
164,198518,1
1720,166524,1
580,99500,1
622,189403,1
2374,51121,1
2049,126685,1
1003,116536,1
200,163354,1
1338,92331,1
2262,137952,1
2444,126917,1
929,98931,1
660,182006,1
452,144955,1
1338,146941,1
16,145823,1
546,60915,1
1693,225119,1
55,114748,1
200,147299,1
1714,192354,1
164,62287,1
1651,115623,1
267,224358,1
548,189159,1
1006,115069,1
364,175254,1
1584,44629,1
849,47242,1
814,168575,1
1908,93897,1
267,208303,1
407,200547,1
2348,149767,1
2463,115730,1
106,186592,1
575,137616,1
1992,211781,1
1935,198707,1
754,164794,1
1574,161052,1
2348,226397,1
830,201662,1
75,159023,1
2374,206566,1
1197,66795,1
795,82868,1
1566,189622,1
267,117030,1
2496,207010,1
1566,180714,1
1720,200094,1
1898,85002,1
2099,97838,1
1155,176408,1
28,151046,1
1196,180508,1
283,187232,1
1502,97945,1
1039,227514,1
2424,97305,1
544,87403,1
2224,136452,1
1354,67357,1
2262,202677,1
1009,70101,1
990,143403,1
2339,142583,1
1909,110145,1
1735,79211,1
2308,145193,1
808,54047,1
410,113688,1
1157,71691,1
771,121911,1
776,149310,1
2261,134716,1
1187,120066,1
1945,170359,1
1096,100957,1
795,91273,1
1945,69968,1
64,214660,1
141,212394,1
1779,154423,1
338,131686,1
2049,159647,1
396,205756,1
1777,182862,1
460,78153,1
2002,113115,1
2251,67888,1
1598,95461,1
20,73572,1
2261,92258,1
421,126894,1
380,196782,1
1651,94765,1
2087,216325,1
2486,93977,1
52,79098,1
2248,70756,1
1949,50389,1
611,85894,1
644,151884,1
2344,222459,1
2022,161137,1
1408,222697,1
165,162753,1
934,44468,1
940,210746,1
42,141241,1
32,179121,1
267,123927,1
599,102155,1
1678,115492,1
1030,78043,1
1720,52502,1
2374,225876,1
978,203349,1
62,208941,1
587,63709,1
774,88990,1
580,64749,1
396,210866,1
813,100478,1
162,99785,1
505,44467,1
1430,180705,1
1009,134273,1
617,148139,1
1510,191618,1
2487,181038,1
62,160231,1
1756,120356,1
1696,146995,1
270,57013,1
267,157139,1
2452,75550,1
1594,140059,1
2467,93058,1
739,68212,1
795,155541,1
2262,75738,1
2389,130149,1
2224,79388,1
7,137895,1
1454,166480,1
2296,131280,1
1395,172832,1
338,93168,1
2374,49417,1
682,153913,1
